TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.storm.kafka.KafkaSpout,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.31504061917347925,340,63
org.apache.storm.kafka.spout.KafkaSpout,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.33066675164038406,1005,175
