TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8394109396914446,511,395
