TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.traccar.Context,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,135,0
org.traccar.reports.model.TripsConfig,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,14,0
