TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.zaxxer.hikari.util.UtilityElf,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9316860465116279,128,119
com.zaxxer.hikari.metrics.CodaHaleMetricsTracker,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3027450980392157,143,25
